customer_id,recency_days,purchase_frequency,avg_order_value,total_revenue,tenure,repeat_customer,avg_days_between_purchases
13896,252,1,388.55,388.55,0,0,
13897,65,2,424.78,849.56,238,1,238.0
13898,38,1,530.47,530.47,0,0,
13900,16,3,289.88000000000005,869.64,235,1,117.5
13901,1,10,280.914,2809.14,329,1,36.44444444444444
13902,259,5,6819.051999999999,34095.26,92,1,22.5
13903,27,1,165.45000000000002,165.45000000000002,0,0,
13905,359,1,312.65,312.65,0,0,
13906,36,1,42.0,42.0,0,0,
13907,318,1,136.8,136.8,0,0,
13909,50,2,143.29999999999998,286.6,98,1,98.0
13911,6,11,150.3709090909091,1654.08,268,1,26.4
13912,50,1,124.95,124.95,0,0,
13913,133,1,42.22,42.22,0,0,
13915,21,1,70.80000000000001,70.80000000000001,0,0,
13916,90,4,318.9525,1275.81,211,1,70.33333333333333
13919,51,2,487.935,975.87,116,1,116.0
13920,58,4,443.67,1774.68,130,1,43.0
13921,29,4,182.675,730.7,319,1,105.66666666666667
13922,64,2,346.475,692.95,30,1,30.0
13927,64,1,359.27,359.27,0,0,
13929,43,9,294.60555555555555,2651.45,278,1,34.5
13931,19,9,446.65,4019.85,344,1,42.625
13935,223,3,2038.9733333333334,6116.92,55,1,27.5
13936,9,2,281.54,563.08,31,1,31.0
13937,29,1,721.28,721.28,0,0,
13939,58,4,248.1025,992.41,181,1,60.0
13941,21,10,491.422,4914.22,328,1,36.0
13942,161,1,320.0,320.0,0,0,
13943,204,1,246.54,246.54,0,0,
13944,280,1,200.43,200.43,0,0,
13945,21,2,427.075,854.15,85,1,85.0
13946,3,3,438.22,1314.66,359,1,179.0
13948,38,3,148.92,446.76,324,1,162.0
13952,7,12,797.7041666666665,9572.45,343,1,30.727272727272727
13953,36,5,625.0,3125.0,319,1,79.25
13955,2,1,222.21,222.21,0,0,
13957,44,3,152.75,458.25,240,1,120.0
13958,6,8,588.65375,4709.2300000000005,354,1,50.285714285714285
13959,26,3,159.32666666666668,477.98,112,1,55.5
13961,19,1,538.4,538.4,0,0,
13962,62,1,193.25,193.25,0,0,
13963,15,13,168.92538461538464,2196.03,208,1,16.916666666666668
13964,14,2,219.45,438.9,43,1,43.0
13965,103,3,332.2033333333333,996.61,226,1,113.0
13966,62,1,390.86,390.86,0,0,
13967,23,1,85.6,85.6,0,0,
13968,50,1,123.66,123.66,0,0,
13969,13,17,234.96117647058824,3994.34,238,1,14.5
13970,13,2,423.275,846.55,51,1,51.0
13971,50,6,318.2183333333333,1909.31,258,1,51.4
13974,209,1,264.13,264.13,0,0,
13975,20,6,472.0933333333333,2832.56,282,1,56.0
13976,133,3,278.1266666666667,834.38,161,1,80.5
13977,38,1,519.8100000000001,519.8100000000001,0,0,
13979,20,6,424.39333333333326,2546.36,343,1,68.2
13980,66,4,149.945,599.78,216,1,71.66666666666667
13981,42,1,331.14,331.14,0,0,
13982,126,5,429.03599999999994,2145.18,188,1,46.5
13983,29,9,463.9622222222222,4175.66,327,1,40.5
13984,13,7,139.04142857142855,973.29,346,1,57.333333333333336
13985,1,7,422.9614285714286,2960.73,293,1,48.5
13987,6,2,341.27,682.54,21,1,21.0
13988,10,2,304.91999999999996,609.84,242,1,242.0
13989,91,3,253.32666666666668,759.98,99,1,49.5
13992,7,2,71.35,142.7,82,1,82.0
13993,6,10,330.935,3309.35,356,1,39.333333333333336
13995,6,9,278.70222222222225,2508.32,342,1,42.25
13996,13,2,447.88,895.76,13,1,13.0
13997,146,3,127.43666666666667,382.31,31,1,15.5
13998,73,3,188.9,566.7,129,1,64.5
13999,1,17,329.43823529411765,5600.45,359,1,22.0
14000,41,4,352.67,1410.68,323,1,107.33333333333333
14001,26,6,364.295,2185.77,93,1,18.4
14003,359,1,209.41,209.41,0,0,
14004,20,4,418.9525,1675.81,42,1,14.0
14006,155,4,308.62,1234.48,124,1,41.0
14007,139,1,79.48,79.48,0,0,
14008,59,1,509.04,509.04,0,0,
14009,89,1,404.3,404.3,0,0,
14010,192,2,222.575,445.15,0,1,0.0
14011,107,2,228.91,457.82,127,1,127.0
14013,7,2,305.775,611.5500000000001,243,1,243.0
14014,3,2,721.5149999999999,1443.03,200,1,200.0
14016,23,7,1008.8857142857142,7062.2,304,1,50.333333333333336
14017,198,1,229.75,229.75,0,0,
14018,272,1,367.15000000000003,367.15000000000003,0,0,
14020,103,2,303.105,606.21,52,1,52.0
14021,1,4,271.17,1084.68,218,1,72.33333333333333
14022,113,1,352.15000000000003,352.15000000000003,0,0,
14024,17,1,318.04,318.04,0,0,
14025,91,8,507.2375,4057.9,119,1,16.571428571428573
14026,97,2,356.555,713.11,154,1,154.0
14028,177,3,3465.5,10396.5,0,1,0.0
14030,3,12,435.47499999999997,5225.7,352,1,31.545454545454547
14031,5,25,872.4896000000001,21812.24,358,1,14.5
14032,13,5,314.164,1570.82,338,1,84.25
14033,182,1,109.44,109.44,0,0,
14035,33,4,357.17499999999995,1428.7,205,1,67.66666666666667
14037,105,4,172.4375,689.75,254,1,84.0
14038,24,2,754.75,1509.5,276,1,276.0
14039,202,1,115.08000000000001,115.08000000000001,0,0,
14040,13,23,392.63695652173914,9030.65,352,1,15.545454545454545
14042,352,1,431.98,431.98,0,0,
14043,118,2,152.125,304.25,238,1,238.0
14044,45,6,411.7133333333333,2470.28,265,1,52.6
14045,7,12,777.2399999999999,9326.88,320,1,28.545454545454547
14047,26,9,295.5,2659.5,277,1,34.375
14048,9,2,169.38,338.76,0,1,0.0
14049,14,9,839.701111111111,7557.3099999999995,229,1,28.25
14051,8,14,442.8707142857143,6200.1900000000005,355,1,26.76923076923077
14052,17,1,255.45,255.45,0,0,
14053,24,2,156.025,312.05,89,1,89.0
14055,204,2,397.65999999999997,795.3199999999999,145,1,145.0
14057,8,5,438.17600000000004,2190.88,354,1,88.0
14058,89,2,234.59500000000003,469.19,67,1,67.0
14060,7,11,250.7109090909091,2757.82,258,1,25.4
14061,134,3,305.81,917.4300000000001,230,1,114.5
14062,1,12,1261.6125,15139.35,354,1,31.90909090909091
14063,65,9,2523.355555555556,22710.2,293,1,36.25
14064,57,10,197.868,1978.68,256,1,28.22222222222222
14065,16,3,297.00666666666666,891.02,42,1,21.0
14068,230,3,420.84,1262.52,74,1,36.5
14069,141,2,115.03,230.06,46,1,46.0
14070,311,1,326.55,326.55,0,0,
14072,293,1,390.85,390.85,0,0,
14074,250,1,219.39999999999998,219.39999999999998,0,0,
14075,30,3,264.2033333333333,792.61,137,1,68.0
14077,22,1,115.66,115.66,0,0,
14078,101,3,169.0066666666667,507.02,146,1,73.0
14079,309,1,243.63,243.63,0,0,
14080,40,4,267.52,1070.08,323,1,107.33333333333333
14081,33,8,501.5075,4012.06,322,1,45.857142857142854
14082,19,1,231.10999999999999,231.10999999999999,0,0,
14083,138,2,39.645,79.28999999999999,210,1,210.0
14084,139,1,150.5,150.5,0,0,
14085,1,15,356.5586666666667,5348.38,357,1,25.214285714285715
14086,89,1,39.95,39.95,0,0,
14087,31,2,325.9,651.8,330,1,330.0
14088,33,3,4514.996666666667,13544.99,14,1,7.0
14091,281,2,4765.04,9530.08,44,1,44.0
14092,1,10,315.254,3152.54,348,1,38.333333333333336
14094,66,1,335.22,335.22,0,0,
14095,349,1,2.95,2.95,0,0,
14097,108,2,211.43,422.85999999999996,164,1,164.0
14099,2,9,295.7266666666667,2661.54,354,1,43.75
14101,15,7,569.3057142857143,3985.14,233,1,38.333333333333336
14104,16,3,185.12333333333333,555.37,170,1,84.5
14105,35,4,1180.65,4722.6,312,1,103.66666666666667
14106,364,1,214.79999999999998,214.79999999999998,0,0,
14107,75,4,543.5175,2174.07,281,1,93.33333333333333
14108,358,2,223.525,447.05,6,1,6.0
14110,62,21,347.84761904761905,7304.8,303,1,14.75
14112,78,6,486.5733333333333,2919.44,202,1,40.4
14113,2,12,437.68250000000006,5252.1900000000005,356,1,31.90909090909091
14114,22,5,195.512,977.5600000000001,210,1,52.0
14115,128,2,311.33500000000004,622.6700000000001,165,1,165.0
14118,55,1,458.45,458.45,0,0,
14119,2,2,91.685,183.37,342,1,342.0
14122,33,3,120.80666666666667,362.42,331,1,165.0
14123,360,1,436.18,436.18,0,0,
14126,71,1,466.33000000000004,466.33000000000004,0,0,
14127,7,3,396.79,1190.3700000000001,45,1,22.0
14128,178,1,286.71,286.71,0,0,
14129,26,4,366.87,1467.48,179,1,59.333333333333336
14130,2,3,466.27,1398.81,353,1,176.0
14131,275,1,187.87,187.87,0,0,
14133,360,1,305.5,305.5,0,0,
14134,9,15,741.5566666666667,11123.35,347,1,24.428571428571427
14135,5,9,461.03999999999996,4149.36,359,1,44.5
14136,27,5,314.16200000000003,1570.81,331,1,82.5
14137,322,1,332.7,332.7,0,0,
14139,117,3,223.66,670.98,52,1,26.0
14142,273,1,359.53000000000003,359.53000000000003,0,0,
14144,113,1,30.599999999999998,30.599999999999998,0,0,
14145,86,3,1285.95,3857.85,151,1,75.0
14146,10,7,751.3285714285713,5259.3,311,1,51.833333333333336
14147,15,7,300.9714285714286,2106.8,251,1,41.5
14148,41,1,309.09000000000003,309.09000000000003,0,0,
14151,300,2,339.725,679.45,43,1,43.0
14152,14,5,275.21,1376.05,272,1,67.5
14153,110,1,233.4,233.4,0,0,
14154,8,6,852.5133333333333,5115.08,314,1,62.6
14156,5,101,1943.0152475247526,196244.54,359,1,3.16
14157,16,3,189.96666666666667,569.9,256,1,127.5
14159,6,9,360.55555555555554,3245.0,357,1,44.125
14160,237,7,1203.067142857143,8421.47,88,1,14.5
14161,66,4,481.3025,1925.21,286,1,95.0
14163,89,1,148.71,148.71,0,0,
14166,132,2,128.425,256.85,121,1,121.0
14167,91,4,180.4125,721.65,217,1,71.66666666666667
14168,47,2,185.225,370.45,143,1,143.0
14169,57,2,312.21500000000003,624.4300000000001,13,1,13.0
14170,2,3,199.11,597.33,19,1,9.0
14171,357,1,135.0,135.0,0,0,
14172,232,3,134.24,402.72,37,1,18.5
14173,268,2,67.58,135.16,89,1,89.0
14175,45,5,891.316,4456.58,209,1,51.75
14176,8,1,179.56,179.56,0,0,
14177,8,9,185.54777777777775,1669.93,270,1,33.625
14180,10,8,171.1225,1368.98,164,1,23.142857142857142
14181,37,2,155.275,310.55,151,1,151.0
14182,70,4,169.6925,678.77,152,1,50.666666666666664
14183,38,2,143.145,286.29,69,1,69.0
14186,54,5,310.12600000000003,1550.63,217,1,53.75
14187,100,1,123.5,123.5,0,0,
14189,15,1,849.0699999999999,849.0699999999999,0,0,
14190,293,1,79.9,79.9,0,0,
14191,21,2,66.45,132.9,334,1,334.0
14192,15,1,293.74,293.74,0,0,
14193,23,1,356.8,356.8,0,0,
14194,19,15,488.07133333333337,7321.07,310,1,21.928571428571427
14195,66,4,400.9,1603.6,194,1,64.66666666666667
14197,37,1,390.05,390.05,0,0,
14198,27,5,173.666,868.33,303,1,75.5
14199,50,3,302.09999999999997,906.3,106,1,53.0
14200,244,1,379.2,379.2,0,0,
14201,36,3,148.70000000000002,446.1,179,1,89.0
14202,8,3,282.58666666666664,847.76,243,1,121.5
14203,24,1,339.34,339.34,0,0,
14204,49,3,300.6433333333334,901.9300000000001,315,1,157.0
14205,21,7,278.2142857142857,1947.5,248,1,40.833333333333336
14206,15,2,428.42499999999995,856.85,14,1,14.0
14207,314,1,157.8,157.8,0,0,
14208,178,1,415.31,415.31,0,0,
14209,12,9,324.4266666666667,2919.84,301,1,37.125
14210,63,10,365.073,3650.73,265,1,29.11111111111111
14211,38,9,240.13222222222223,2161.19,319,1,39.5
14212,72,1,1119.6599999999999,1119.6599999999999,0,0,
14213,31,1,1192.2,1192.2,0,0,
14215,97,3,486.87000000000006,1460.61,260,1,130.0
14216,41,1,310.74,310.74,0,0,
14217,3,6,215.60166666666666,1293.61,151,1,29.8
14219,36,2,271.945,543.89,83,1,83.0
14220,194,2,441.29999999999995,882.5999999999999,2,1,2.0
14221,76,8,385.58625000000006,3084.69,163,1,22.857142857142858
14224,17,5,169.55599999999998,847.78,154,1,38.0
14225,61,4,509.255,2037.02,261,1,87.0
14226,68,1,770.34,770.34,0,0,
14227,41,5,603.55,3017.75,255,1,63.5
14228,64,3,248.5,745.5,108,1,53.5
14229,30,4,261.71,1046.84,68,1,22.333333333333332
14230,62,3,326.59999999999997,979.8000000000001,112,1,56.0
14231,77,1,309.91,309.91,0,0,
14233,92,3,480.5166666666667,1441.55,178,1,89.0
14235,125,4,393.2825,1573.1299999999999,121,1,40.0
14236,58,3,354.82666666666665,1064.48,74,1,36.5
14237,217,1,310.14,310.14,0,0,
14238,289,2,143.69,287.38,72,1,72.0
14239,58,10,188.23200000000003,1882.3200000000002,303,1,33.22222222222222
14240,50,1,357.15,357.15,0,0,
14241,323,1,120.0,120.0,0,0,
14243,2,7,661.2828571428572,4628.9800000000005,100,1,16.333333333333332
14244,287,1,366.41999999999996,366.41999999999996,0,0,
14247,31,4,158.9725,635.89,146,1,48.333333333333336
14248,86,2,365.185,730.37,55,1,55.0
14249,37,12,468.7884166666667,5625.461,268,1,24.181818181818183
14252,8,1,350.99,350.99,0,0,
14253,120,2,181.70000000000002,363.40000000000003,129,1,129.0
14254,59,1,601.03,601.03,0,0,
14255,173,1,1000.63,1000.63,0,0,
14256,118,3,501.6433333333334,1504.93,202,1,101.0
14257,7,4,713.6825,2854.73,268,1,88.66666666666667
14258,22,16,1211.335,19381.36,340,1,22.2
14260,98,3,274.76,824.28,77,1,38.5
14263,50,1,322.93,322.93,0,0,
14264,6,4,295.84749999999997,1183.39,232,1,77.33333333333333
14265,91,2,421.585,843.17,147,1,147.0
14266,55,1,40.56,40.56,0,0,
14268,97,1,354.85,354.85,0,0,
14269,66,1,295.73,295.73,0,0,
14271,36,1,106.81,106.81,0,0,
14272,189,2,241.425,482.85,19,1,19.0
14274,313,1,256.6,256.6,0,0,
14275,22,6,198.23,1189.3799999999999,211,1,42.0
14276,34,4,245.735,982.94,253,1,84.0
14277,38,6,2168.268333333333,13009.61,314,1,62.4
14278,36,1,205.83,205.83,0,0,
14279,147,2,95.93,191.86,160,1,160.0
14281,35,1,245.15,245.15,0,0,
14282,8,10,354.932,3549.32,280,1,30.77777777777778
14283,90,4,157.11,628.4399999999999,106,1,35.333333333333336
14284,280,1,704.4,704.4,0,0,
14285,140,4,343.60249999999996,1374.41,217,1,72.0
14286,31,4,962.7525,3851.0099999999998,331,1,110.33333333333333
14290,40,3,733.9699999999999,2201.91,318,1,158.5
14291,7,12,335.0708333333333,4020.85,349,1,31.545454545454547
14292,37,7,622.0457142857142,4354.32,220,1,36.333333333333336
14293,10,5,371.29,1856.45,346,1,86.0
14294,34,1,375.34,375.34,0,0,
14295,65,4,549.1775,2196.71,292,1,97.0
14296,48,2,228.2,456.40000000000003,152,1,152.0
14298,2,38,1043.8734210526316,39667.19,352,1,9.18918918918919
14299,14,18,561.3683333333333,10104.63,350,1,20.235294117647058
14301,43,3,450.68,1352.04,250,1,125.0
14302,57,3,247.63333333333335,742.9000000000001,306,1,153.0
14303,34,2,138.97,277.94,27,1,27.0
14304,6,2,670.78,1341.56,190,1,190.0
14306,5,4,264.52000000000004,1058.0800000000002,298,1,99.0
14307,135,4,323.05,1292.2,223,1,74.0
14308,176,2,573.51,1147.02,0,1,0.0
14309,40,2,714.14,1428.28,137,1,137.0
14310,59,1,492.1,492.1,0,0,
14311,194,1,206.19,206.19,0,0,
14312,5,5,295.74,1478.7,125,1,30.75
14314,57,1,109.80000000000001,109.80000000000001,0,0,
14315,191,2,358.345,716.69,70,1,70.0
14316,49,5,274.068,1370.34,208,1,51.5
14318,87,1,158.02,158.02,0,0,
14319,51,1,494.85,494.85,0,0,
14320,173,3,289.65333333333336,868.96,141,1,70.5
14321,58,2,343.655,687.3100000000001,41,1,41.0
14322,56,4,118.525,474.1,230,1,76.66666666666667
14324,36,2,350.805,701.61,283,1,283.0
14325,196,1,245.48000000000002,245.48000000000002,0,0,
14326,90,2,378.565,757.13,69,1,69.0
14327,9,5,316.656,1583.28,318,1,79.0
14328,65,1,445.05,445.05,0,0,
14329,2,8,614.0475,4912.38,348,1,49.285714285714285
14330,250,1,200.63,200.63,0,0,
14332,8,2,538.6,1077.2,35,1,35.0
14334,52,4,441.5675,1766.27,143,1,47.0
14338,163,1,339.88,339.88,0,0,
14339,55,1,310.75,310.75,0,0,
14341,47,10,228.504,2285.04,318,1,35.0
14342,59,2,124.94,249.88,39,1,39.0
14343,48,4,272.2275,1088.91,268,1,89.0
14344,2,12,175.26,2103.12,250,1,22.181818181818183
14346,52,3,431.39000000000004,1294.17,72,1,36.0
14347,363,1,82.6,82.6,0,0,
14350,7,2,344.54999999999995,689.1,49,1,49.0
14353,37,2,142.95,285.9,21,1,21.0
14355,76,2,332.82500000000005,665.65,178,1,178.0
14358,16,2,200.02999999999997,400.06,38,1,38.0
14361,205,1,214.70999999999998,214.70999999999998,0,0,
14363,29,2,113.735,227.47000000000003,49,1,49.0
14365,21,2,317.34000000000003,634.68,287,1,287.0
14366,152,1,136.0,136.0,0,0,
14369,269,2,234.565,469.13,19,1,19.0
14370,77,6,195.96333333333334,1175.78,226,1,44.8
14372,70,2,430.04,860.08,156,1,156.0
14374,168,1,108.0,108.0,0,0,
14375,77,2,437.655,875.31,91,1,91.0
14376,310,1,215.46,215.46,0,0,
14378,248,1,131.25,131.25,0,0,
14379,20,2,460.405,920.81,87,1,87.0
14380,309,1,48.96,48.96,0,0,
14381,78,1,428.65999999999997,428.65999999999997,0,0,
14382,17,1,620.73,620.73,0,0,
14384,127,1,58.5,58.5,0,0,
14388,13,8,396.92,3175.36,302,1,42.714285714285715
14389,51,3,284.84999999999997,854.55,165,1,82.0
14390,1,4,380.82750000000004,1523.31,50,1,16.666666666666668
14391,203,1,135.6,135.6,0,0,
14392,59,1,266.4,266.4,0,0,
14394,191,1,93.8,93.8,0,0,
14395,16,11,399.23818181818183,4391.62,211,1,20.8
14396,122,5,304.718,1523.59,241,1,60.0
14398,28,2,353.895,707.79,126,1,126.0
14399,21,8,264.145,2113.16,280,1,39.57142857142857
14400,35,2,578.885,1157.77,223,1,223.0
14401,51,9,304.93555555555554,2744.42,301,1,37.25
14402,279,1,285.6,285.6,0,0,
14403,216,2,202.34999999999997,404.7,49,1,49.0
14404,122,7,184.47285714285712,1291.31,223,1,37.0
14405,13,1,195.0,195.0,0,0,
14408,98,4,375.81000000000006,1503.2400000000002,261,1,86.66666666666667
14409,7,3,455.94666666666666,1367.84,186,1,92.5
14410,3,2,773.0350000000001,1546.07,60,1,60.0
14412,51,1,656.16,656.16,0,0,
14413,37,3,215.89,647.67,279,1,139.0
14414,1,1,902.35,902.35,0,0,
14415,6,10,619.132,6191.32,343,1,37.666666666666664
14417,14,1,604.2,604.2,0,0,
14419,9,1,202.85,202.85,0,0,
14420,23,3,417.2166666666667,1251.65,294,1,147.0
14421,139,4,414.065,1656.26,179,1,59.0
14422,1,13,462.1446153846154,6007.88,347,1,28.5
14423,64,2,325.705,651.41,256,1,256.0
14425,61,3,220.46333333333334,661.39,302,1,151.0
14426,30,7,1035.1814285714286,7246.27,242,1,39.666666666666664
14427,121,2,450.09000000000003,900.1800000000001,137,1,137.0
14429,30,1,516.28,516.28,0,0,
14430,138,3,406.9666666666667,1220.9,95,1,47.5
14431,6,3,714.6133333333333,2143.84,308,1,153.5
14433,92,1,289.6,289.6,0,0,
14435,128,1,90.42,90.42,0,0,
14436,180,1,182.64000000000001,182.64000000000001,0,0,
14437,31,4,208.21,832.84,178,1,59.333333333333336
14439,70,4,1695.4499999999998,6781.8,244,1,81.0
14440,20,8,453.04375,3624.35,343,1,48.57142857142857
14441,1,7,414.11428571428576,2898.8,316,1,52.166666666666664
14442,41,5,755.4399999999999,3777.2,276,1,68.75
14443,6,1,662.77,662.77,0,0,
14444,83,1,132.04,132.04,0,0,
14445,82,1,221.65,221.65,0,0,
14446,13,1,201.73,201.73,0,0,
14447,27,1,548.5,548.5,0,0,
14449,29,4,341.365,1365.46,33,1,10.666666666666666
14450,6,4,161.2975,645.19,230,1,76.66666666666667
14451,16,10,264.61800000000005,2646.18,302,1,33.22222222222222
14452,22,2,200.57500000000002,401.15,126,1,126.0
14454,3,5,195.45999999999998,977.3,357,1,88.75
14455,59,4,157.0525,628.21,63,1,20.666666666666668
14458,7,1,237.42,237.42,0,0,
14459,278,1,3537.821,3537.821,0,0,
14460,23,6,109.86,659.16,327,1,65.0
14461,9,10,461.044,4610.44,307,1,33.77777777777778
14462,59,1,265.99,265.99,0,0,
14463,126,1,256.95,256.95,0,0,
14464,195,2,55.5,111.0,59,1,59.0
14465,55,8,360.92625000000004,2887.4100000000003,273,1,38.42857142857143
14466,51,6,332.4583333333333,1994.75,301,1,59.8
14467,16,8,202.77875,1622.23,347,1,49.142857142857146
14468,360,1,204.24,204.24,0,0,
14469,43,4,528.0525,2112.21,263,1,87.0
14470,57,1,250.85,250.85,0,0,
14471,218,2,200.475,400.95,141,1,141.0
14472,316,1,291.38,291.38,0,0,
14474,206,1,730.42,730.42,0,0,
14475,35,1,225.3,225.3,0,0,
14477,63,3,220.0,660.0,267,1,133.5
14478,9,4,319.16499999999996,1276.66,356,1,118.33333333333333
14479,45,2,404.23,808.46,314,1,314.0
14480,29,3,340.1566666666667,1020.47,315,1,157.5
14481,34,3,558.3266666666667,1674.98,270,1,134.5
14482,6,6,381.6266666666667,2289.76,91,1,18.0
14483,363,1,120.0,120.0,0,0,
14484,28,3,249.68666666666664,749.0600000000001,321,1,160.0
14486,138,2,87.75,175.5,41,1,41.0
14487,6,1,132.18,132.18,0,0,
14489,64,3,370.51666666666665,1111.55,175,1,87.5
14490,33,2,636.735,1273.47,22,1,22.0
14492,57,7,274.55857142857144,1921.91,188,1,31.166666666666668
14493,17,5,549.382,2746.91,251,1,62.5
14494,28,2,130.95,261.9,329,1,329.0
14495,286,1,51.0,51.0,0,0,
14496,6,5,365.01599999999996,1825.08,254,1,63.0
14497,300,1,221.69,221.69,0,0,
14498,28,5,390.78999999999996,1953.95,148,1,36.25
14499,1,4,330.9125,1323.65,95,1,31.333333333333332
14505,31,11,554.1999999999999,6096.2,326,1,32.3
14506,29,2,504.4,1008.8000000000001,197,1,197.0
14507,5,5,380.25,1901.25,350,1,87.25
14508,3,3,199.50666666666666,598.52,164,1,82.0
14509,161,1,110.95,110.95,0,0,
14510,2,3,335.76,1007.28,60,1,30.0
14512,10,5,189.638,948.19,348,1,86.75
14513,63,3,110.80666666666667,332.42,131,1,65.0
14514,63,6,590.605,3543.63,289,1,57.8
14515,14,6,274.52833333333336,1647.17,162,1,32.4
14516,143,1,163.92,163.92,0,0,
14519,310,2,103.04499999999999,206.09,45,1,45.0
14521,118,1,199.45000000000002,199.45000000000002,0,0,
14522,222,4,196.02,784.08,88,1,29.0
14524,36,4,266.50750000000005,1066.03,6,1,2.0
14525,55,8,488.55499999999995,3908.44,298,1,42.0
14526,16,1,262.4,262.4,0,0,
14527,1,67,280.09179104477613,18766.15,363,1,4.924242424242424
14530,23,10,327.149,3271.4900000000002,291,1,31.88888888888889
14531,106,1,376.34,376.34,0,0,
14532,38,7,418.04714285714283,2926.33,287,1,47.5
14533,34,4,379.1625,1516.65,203,1,67.33333333333333
14534,24,8,228.0075,1824.06,236,1,33.285714285714285
14535,22,6,527.7566666666667,3166.54,258,1,50.8
14537,250,1,285.84000000000003,285.84000000000003,0,0,
14538,157,3,327.53000000000003,982.59,152,1,75.5
14540,6,8,349.885,2799.08,352,1,49.857142857142854
14541,43,6,173.005,1038.03,285,1,56.6
14543,7,23,490.28000000000003,11276.44,357,1,15.772727272727273
14544,97,1,957.98,957.98,0,0,
14545,301,1,349.25,349.25,0,0,
14546,3,6,436.635,2619.81,356,1,70.6
14548,111,7,282.09857142857146,1974.69,249,1,41.333333333333336
14549,47,3,209.10333333333335,627.3100000000001,316,1,157.5
14550,15,2,293.845,587.69,95,1,95.0
14551,38,5,138.762,693.81,270,1,67.25
14552,7,2,173.10500000000002,346.21,211,1,211.0
14553,38,4,245.5675,982.27,97,1,32.333333333333336
14555,8,4,497.8725,1991.49,339,1,112.66666666666667
14556,223,3,278.44666666666666,835.34,92,1,45.5
14558,281,3,218.5,655.5,77,1,38.0
14559,17,1,75.6,75.6,0,0,
14560,6,22,176.1936363636364,3876.2599999999998,357,1,16.714285714285715
14562,17,8,206.82875,1654.63,279,1,39.285714285714285
14563,136,2,339.71999999999997,679.44,82,1,82.0
14564,61,2,1302.81,2605.62,300,1,300.0
14565,100,1,760.1,760.1,0,0,
14566,44,3,886.6666666666666,2660.0,116,1,58.0
14568,62,1,919.7,919.7,0,0,
14569,79,3,123.86333333333333,371.59,150,1,75.0
14570,70,1,395.69,395.69,0,0,
14571,52,1,161.65,161.65,0,0,
14572,44,4,695.585,2782.34,204,1,68.0
14573,171,4,138.725,554.9,155,1,51.666666666666664
14574,359,1,143.70000000000002,143.70000000000002,0,0,
14575,115,1,460.71,460.71,0,0,
14577,21,3,171.51333333333332,514.54,334,1,167.0
14579,59,1,105.56,105.56,0,0,
14580,145,1,14.850000000000001,14.850000000000001,0,0,
14581,171,1,295.2,295.2,0,0,
14583,10,3,242.82666666666668,728.48,238,1,118.5
14584,48,4,176.4125,705.65,238,1,79.33333333333333
14585,9,4,246.555,986.22,34,1,10.666666666666666
14588,205,1,135.39,135.39,0,0,
14590,51,20,150.331,3006.62,307,1,15.631578947368421
14593,24,9,343.78,3094.02,332,1,41.375
14595,80,2,211.925,423.85,234,1,234.0
14596,253,1,229.47,229.47,0,0,
14597,6,4,329.59749999999997,1318.3899999999999,58,1,19.0
14598,196,1,162.07,162.07,0,0,
14599,17,2,237.26999999999998,474.54,118,1,118.0
14600,20,1,471.84000000000003,471.84000000000003,0,0,
14602,283,1,205.35999999999999,205.35999999999999,0,0,
14604,260,1,143.85999999999999,143.85999999999999,0,0,
14605,1,4,234.29000000000002,937.16,357,1,118.66666666666667
14606,2,99,182.8033333333333,18097.53,361,1,3.2346938775510203
14607,94,8,946.01625,7568.13,257,1,36.42857142857143
14608,6,7,223.97,1567.79,354,1,58.666666666666664
14609,17,6,147.44,884.64,278,1,55.0
14610,22,2,12.175,24.35,118,1,118.0
14611,70,2,302.16499999999996,604.3299999999999,154,1,154.0
14612,42,1,877.7,877.7,0,0,
14613,307,1,76.32000000000001,76.32000000000001,0,0,
14614,13,1,295.13,295.13,0,0,
14615,21,5,190.352,951.76,153,1,38.0
14616,12,2,60.85,121.7,163,1,163.0
14617,29,2,95.23500000000001,190.47000000000003,13,1,13.0
14618,3,4,197.22,788.88,170,1,56.333333333333336
14619,168,1,896.8000000000001,896.8000000000001,0,0,
14621,138,4,303.0525,1212.21,171,1,56.666666666666664
14623,7,5,234.06599999999997,1170.33,221,1,55.0
14624,42,4,147.055,588.22,189,1,62.666666666666664
14625,1,9,399.80555555555554,3598.25,348,1,43.25
14626,22,7,374.2357142857143,2619.65,333,1,55.166666666666664
14627,6,1,462.75,462.75,0,0,
14628,69,3,442.0133333333333,1326.04,241,1,120.0
14630,111,1,338.65,338.65,0,0,
14631,13,3,339.57,1018.71,100,1,49.5
14634,64,4,531.115,2124.46,104,1,34.0
14635,80,1,215.22,215.22,0,0,
14637,304,1,106.67999999999999,106.67999999999999,0,0,
14639,35,3,664.8233333333334,1994.47,253,1,126.0
14640,36,4,385.495,1541.98,276,1,91.66666666666667
14643,244,3,328.6933333333333,986.08,110,1,55.0
14644,41,5,283.392,1416.96,321,1,80.0
14645,261,1,279.8,279.8,0,0,
14646,1,78,3184.5705128205127,248396.5,362,1,4.402597402597403
14647,150,1,276.75,276.75,0,0,
14648,43,15,303.12399999999997,4546.86,312,1,21.928571428571427
14649,9,5,471.604,2358.02,306,1,76.25
14650,216,1,62.5,62.5,0,0,
